,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
253,dat,0,12-206,1375-1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
254,Jegenwoordich,0,12-207,1379-1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
255,geen,0,12-208,1393-1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
256,andere,0,12-209,1398-1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
257,RetourSchepen,0,12-210,1405-1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
258,bijder,0,12-211,1419-1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
259,handt,0,12-212,1426-1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
260,hebben,0,12-213,1432-1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
261,als,0,12-214,1439-1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
262,Vianen,0,12-215,1443-1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
263,ende,0,12-216,1450-1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
264,t'wapen,0,12-217,1455-1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
265,van,0,12-218,1463-1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
266,Boorn,0,12-219,1467-1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
267,",",0,12-220,1473-1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
268,alleen,0,12-221,1475-1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
269,",",0,12-222,1482-1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
270,behaluen,0,12-223,1484-1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
271,dat,0,12-224,1493-1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
272,van,0,12-225,1497-1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
273,t'wapens,0,12-226,1501-1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
274,suffirante,0,12-227,1510-1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
275,tot,0,12-228,1521-1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
276,t,0,12-229,1525-1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
277,',0,12-230,1527-1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
278,Voijagie,isOfType,12-231,1529-1537,Voyage,None,['12-215[79]'],None,None,None,None,None,None,['12-233'],None,None,Voijagie,['12-231'],Voyage,12-231
279,nae,0,12-232,1538-1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
280,tvaderblandt,0,12-233,1542-1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
281,vaderblandt,0,12-233.1,1543-1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
282,seer,0,12-234,1555-1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
283,getwijffelt,0,12-235,1560-1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
284,werdt,0,12-236,1572-1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
285,.,0,12-237,1578-1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
286,Item,0,12-238,1580-1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
287,dat,0,12-239,1585-1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
288,Jegenwoordich,0,12-240,1589-1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
289,ouer,0,12-241,1603-1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
290,Gants,0,12-242,1608-1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
291,Jndia,0,12-243,1614-1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
292,seer,0,12-244,1620-1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
293,schaers,0,12-245,1625-1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
294,van,0,12-246,1633-1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
295,Varend,0,12-247,1637-1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
296,',0,12-248,1644-1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
297,volck,0,12-249,1646-1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
298,voorsien,isOfType,12-250,1652-1660,BeingAtAPlace[157],['12-247[81]'],None,['12-242[80]'],None,None,None,None,None,None,None,None,"voorsien , sijn","['12-250', '12-251', '12-252']",BeingAtAPlace,12-252
299,",",isOfType,12-251,1661-1662,BeingAtAPlace[157],['12-247[81]'],None,['12-242[80]'],None,None,None,None,None,None,None,None,"voorsien , sijn","['12-250', '12-251', '12-252']",BeingAtAPlace,12-252
300,sijn,isOfType,12-252,1663-1667,BeingAtAPlace[157],['12-247[81]'],None,['12-242[80]'],None,None,None,None,None,None,None,None,"voorsien , sijn","['12-250', '12-251', '12-252']",BeingAtAPlace,12-252
301,.,0,12-253,1668-1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
302,Ende,0,12-254,1670-1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
303,sal,0,12-255,1675-1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
304,men,0,12-256,1679-1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
305,d'ordinarij,0,12-257,1683-1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
306,handel,0,12-258,1695-1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
307,plaetsen,0,12-259,1702-1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
308,naer,0,12-260,1711-1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
309,behooren,0,12-261,1716-1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
310,waernemen,0,12-262,1725-1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
311,",",0,12-263,1735-1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
312,het,0,12-264,1737-1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
313,sober,0,12-265,1741-1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
314,getal,0,12-266,1747-1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
315,vandien,0,12-267,1753-1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
316,niet,0,12-268,1761-1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
317,meer,0,12-269,1766-1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
318,dient,0,12-270,1771-1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
319,te,0,12-271,1777-1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
320,attenueren,0,12-272,1780-1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
321,;,0,12-273,1791-1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
322,Noch,0,12-274,1793-1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
323,principal,0,12-275,1798-1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
324,ende,0,12-276,1808-1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
325,bouen,0,12-277,1813-1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
326,al,0,12-278,1819-1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
327,",",0,12-279,1822-1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
328,dat,0,12-280,1824-1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
329,men,0,12-281,1828-1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
330,vreest,0,12-282,1832-1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
331,v.,0,12-283,1839-1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
332,Ed,0,12-284,1842-1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
333,:,0,12-285,1845-1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
334,ordre,0,12-286,1847-1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
335,van,0,12-287,1853-1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
336,ter,0,12-288,1857-1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
337,bequamer,0,12-289,1861-1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
338,tijt,0,12-290,1870-1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
339,op,0,12-291,1875-1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
340,onse,0,12-292,1878-1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
341,Landen,0,12-293,1883-1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
342,comende,0,12-294,1890-1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
343,",",0,12-295,1898-1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
344,achter,0,12-296,1900-1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
345,Engelandt,0,12-297,1907-1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
346,",",0,12-298,1917-1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
347,om,0,12-299,1919-1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
348,te,0,12-300,1922-1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
349,loopen,0,12-301,1925-1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
350,",",0,12-302,1932-1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
351,door,0,12-303,1934-1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
352,de,0,12-304,1939-1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
353,moetwil,0,12-305,1942-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
354,ende,0,12-306,1950-1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
355,rebellije,isOfType,12-307,1955-1964,Riot,None,['12-308[82]'],None,None,None,None,None,None,None,None,None,rebellije,['12-307'],Riot,12-307
356,van't,0,12-308,1965-1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
357,Scheepsvolck,0,12-309,1971-1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
358,(,0,12-310,1984-1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
359,welck,0,12-311,1986-1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
360,gemeenl,0,12-312,1992-1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
361,op,0,12-313,2000-2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
362,de,0,12-314,2003-2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
363,thuijs-reijse,0,12-315,2006-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
364,reijse,isOfType,12-315.1,2013-2019,Voyage,None,None,None,None,None,None,None,None,['12-315'],None,None,reijse,['12-315.1'],Voyage,12-315.1
365,de,0,12-316,2020-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
366,meester,0,12-317,2023-2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
367,maeckt,0,12-318,2031-2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
368,",",0,12-319,2038-2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
369,ende,0,12-320,2040-2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
370,d'Ouericheijt,0,12-321,2045-2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
371,Hetten,0,12-322,2059-2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
372,voorschrijft,0,12-323,2066-2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
373,niet,0,12-324,2079-2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
374,behoorlijck,0,12-325,2084-2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
375,achtervolcht,0,12-326,2096-2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
376,",",0,12-327,2109-2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
377,maer,0,12-328,2111-2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
378,de,0,12-329,2116-2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
379,cours,evokes,12-330,2119-2124,Voyage,None,None,None,None,None,None,None,['12-333'],['12-335'],None,None,cours,['12-330'],Voyage,12-330
380,recht,0,12-331,2125-2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
381,door,0,12-332,2131-2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
382,t'Canael,0,12-333,2136-2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
383,nae,0,12-334,2145-2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
384,Nederlandt,0,12-335,2149-2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
385,gestelt,0,12-336,2160-2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
386,mocht,0,12-337,2168-2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
387,werden,0,12-338,2174-2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
388,",",0,12-339,2181-2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
389,al,0,12-340,2183-2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
390,schoon,0,12-341,2186-2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
391,het,0,12-342,2193-2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
392,tijts,0,12-343,2197-2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
393,genouch,0,12-344,2203-2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
394,eynam,0,12-345,2211-2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
395,om,0,12-346,2217-2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
396,achter,0,12-347,2220-2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
397,om,0,12-348,2227-2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
398,te,0,12-349,2230-2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
399,loopen,0,12-350,2233-2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
400,.,0,12-351,2240-2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
401,In,0,12-352,2242-2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
402,voegen,0,12-353,2245-2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
403,",",0,12-354,2252-2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
404,dat,0,12-355,2254-2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
405,ons,0,12-356,2258-2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
406,om,0,12-357,2262-2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
407,voorverhaelde,0,12-358,2265-2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
408,consideratien,0,12-359,2279-2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
409,eenichsints,0,12-360,2293-2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
410,beswaert,0,12-361,2305-2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
411,woirden,0,12-362,2314-2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
412,de,0,12-363,2322-2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
413,syde,0,12-364,2325-2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
414,dus,0,12-365,2330-2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
415,laet,0,12-366,2334-2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
416,met,0,12-367,2339-2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
417,een,0,12-368,2343-2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
418,Schip,0,12-369,2347-2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
419,ouer,isOfType,12-370,2353-2357,Transportation[158],['12-364'],None,None,None,None,None,None,None,None,None,['12-369'],ouer teseijnden,"['12-370', '12-371']",Transportation,12-371
420,teseijnden,isOfType,12-371,2358-2368,Transportation[158],['12-364'],None,None,None,None,None,None,None,None,None,['12-369'],ouer teseijnden,"['12-370', '12-371']",Transportation,12-371
421,.,0,12-372,2369-2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
422,Doch,0,12-373,2371-2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
423,aen,0,12-374,2376-2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
424,d'ander,0,12-375,2380-2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
425,sijde,0,12-376,2388-2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
426,ouerwogen,0,12-377,2394-2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
427,",",0,12-378,2404-2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
428,soo,0,12-379,2406-2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
429,noodich,0,12-380,2410-2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
430,het,0,12-381,2418-2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
431,sij,0,12-382,2422-2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
432,V,0,12-383,2426-2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
433,Ed,0,12-384,2428-2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
434,:,0,12-385,2431-2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
435,tegen,0,12-386,2433-2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
436,haere,0,12-387,2439-2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
437,Excessiue,0,12-388,2445-2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
438,lasten,0,12-389,2455-2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
439,",",0,12-390,2462-2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
440,met,0,12-391,2464-2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
441,soulagenbele,0,12-392,2468-2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
442,—,0,12-393,2481-2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
443,Recouren,0,12-394,2483-2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
444,",",0,12-395,2492-2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
445,soo,0,12-396,2494-2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
446,veel,0,12-397,2498-2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
447,mogelijck,0,12-398,2503-2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
448,verlicht,0,12-399,2513-2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
449,werden,0,12-400,2522-2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
450,",",0,12-401,2529-2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
451,gelijck,0,12-402,2531-2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
452,mede,0,12-403,2539-2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
453,dat,0,12-404,2544-2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
454,het,0,12-405,2548-2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
455,U,0,12-406,2552-2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
456,Ed,0,12-407,2554-2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
457,:,0,12-408,2557-2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
458,animeren,0,12-409,2559-2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
459,sal,0,12-410,2568-2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
460,omme,0,12-411,2572-2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
461,de,0,12-412,2577-2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
462,requisite,0,12-413,2580-2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
463,capitalen,0,12-414,2590-2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
464,",",0,12-415,2600-2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
465,tot,0,12-416,2602-2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
466,Vigorenter,0,12-417,2606-2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
467,vervolch,0,12-418,2617-2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
468,vandien,0,12-419,2626-2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
469,aduantagieusen,0,12-420,2634-2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
470,handel,0,12-421,2649-2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
471,int,0,12-422,2656-2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
472,',0,12-423,2660-2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
473,aenstaende,0,12-424,2662-2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
474,des,0,12-425,2673-2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
475,t'onbecrompener,0,12-426,2677-2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
476,te,0,12-427,2693-2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
477,fourneren,0,12-428,2696-2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
478,",",0,12-429,2706-2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
479,hebben,0,12-430,2708-2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
480,euenwel,0,12-431,2715-2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
481,goedt,0,12-432,2723-2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
482,gevonden,0,12-433,2729-2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
483,",",0,12-434,2738-2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
484,t'Schip,0,12-435,2740-2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
485,Schip,0,12-435.1,2742-2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
486,Vranen,0,12-436,2748-2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
487,opt,0,12-437,2755-2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
488,',0,12-438,2759-2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
489,spoedichste,0,12-439,2761-2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
490,met,0,12-440,2773-2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
491,384½.,0,12-441,2777-2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
492,384½,0,12-441.1,2777-2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
493,Nicol,0,12-442,2783-2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
494,sijde,0,12-443,2789-2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
495,1,0,12-444,2795-2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
496,331,0,12-445,2797-2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
497,...,0,12-446,2801-2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
498,r.,0,12-447,2805-2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
499,d,0,12-448,2808-2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
500,=,0,12-449,2810-2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
501,o.,0,12-450,2812-2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
502,cooper,0,12-451,2815-2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
503,7972,0,12-452,2822-2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
504,...,0,12-453,2827-2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
505,Sacken,0,12-454,2831-2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
506,",",0,12-455,2838-2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
507,perper,0,12-456,2840-2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
508,20,0,12-457,2847-2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
509,6,0,12-458,2850-2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
510,1,0,12-459,2852-2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
511,8,0,12-460,2854-2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
512,..,0,12-461,2856-2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
513,lb,0,12-462,2859-2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
