,token,token_id,anchor_type,event_anno
1446,.,36-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1447,Onise,36-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1448,cruijssende,36-49,"('0', '0', '0', 'evokes')","('0', '0', '0', 'TransLocation')"
1449,Jachten,36-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1450,hebben,36-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1451,t'selue,36-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1452,den,36-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1453,35e,36-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1454,Octob,36-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1455,.,36-56,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1456,pasto,36-57,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1457,.,36-58,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1458,omtrent,36-59,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1459,ppoulo,36-60,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1460,-,36-61,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1461,Vercelaer,36-62,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1462,bij,36-63,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1463,Noorden,36-64,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1464,Mallacca,36-65,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1465,gerescontreert,36-66,"('isOfType', '0', '0', 'isOfType')","('Miscellaneous', '0', '0', 'Miscellaneous')"
1466,.,36-67,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1467,Waer,36-68,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1468,ouer,36-69,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1469,aipvarent,36-70,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1470,is,36-71,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1471,",",36-72,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1472,dat,36-73,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1473,een,36-74,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1474,spoedige,36-75,"(0, '0', '0', '0')","('Voyage', '0', '0', '0')"
1475,reijs,36-76,"(0, '0', 'evokes', '0')","('Voyage', '0', 'Voyage', '0')"
1476,doen,36-77,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1477,sal,36-78,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1478,",",36-79,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1479,twelck,36-80,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1480,Godt,36-81,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1481,gene,36-82,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1482,dr,36-83,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1483,21e,37-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1484,.,37-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1485,Septembris,37-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1486,pasen,37-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1487,.,37-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1488,was,37-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1489,t'Jacht,37-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1490,Grombershanen,37-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1491,van,37-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1492,Masilivas,37-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1493,.,37-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1494,naer,37-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1495,Arraccan,37-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1496,vertrocken,37-14,"('isOfType', 'isOfType', 'isOfType', 'isOfType')","('Leaving', 'Voyage', 'Leaving', 'Leaving')"
1497,met,37-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1498,een,37-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1499,Cargasoen,37-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1500,van,37-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1501,ƒ,37-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1502,3900,37-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1503,.,37-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1504,om,37-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1505,tselue,37-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1506,aen,37-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1507,blauen,37-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1508,",",37-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1509,otterijs,37-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1511,te,37-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1512,besteden,37-29,"('isOfType', 'isOfType', '0', 'isOfType')","('FinancialTransaction', 'Buying', '0', 'Buying')"
1513,",",37-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1514,met,37-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1515,ordre,37-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1516,dat,37-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1517,tegen,37-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1518,hal,37-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1519,ff,37-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1520,December,37-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1521,weder,37-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1522,voor,37-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1523,Masilipats,37-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1524,.,37-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1525,Keere,37-42,"('isOfType', '0', 'isOfType', 'evokes')","('Transportation', '0', 'Leaving', 'TransLocation')"
1526,.,37-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1527,uo,37-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1528,16en,38-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1529,.,38-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1530,Decemb,38-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1531,.,38-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1532,passaco,38-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1533,hebben,38-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1534,van,38-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1535,hier,38-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1536,naer,38-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1537,Amboina,38-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1538,",",38-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1539,ende,38-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1540,Gaudamet,38-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1542,de,38-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1543,Noodige,38-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1544,comptanten,38-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1545,coopmanschappen,38-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1546,ende,38-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1547,prouisien,38-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1548,gesonden,38-20,"('isOfType', 0, 'isOfType', 0)","('Transportation', 'Transportation', 'Transportation', 'TransLocation')"
1549,de,38-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1550,Schepen,38-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1551,Suijdthollandt,38-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1552,ende,38-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1553,den,38-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1554,Arent,38-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1555,",",38-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1556,met,38-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1557,ordre,38-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1558,dat,38-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1559,in,38-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1560,compen,38-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1561,.,38-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1562,Amboina,38-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1563,sullen,38-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1564,aendoen,38-36,"('0', '0', 'isOfType', '0')","('0', '0', 'Arriving', '0')"
1565,",",38-37,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1566,ende,38-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1567,dat,38-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1568,het,38-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1569,Shp,38-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1570,Hollandt,38-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1571,van,38-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1572,daer,38-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1573,voorts,38-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1574,naer,38-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1575,Banda,38-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1576,sal,38-48,"('isOfType', '0', '0', '0')","('Leaving', '0', '0', '0')"
1577,loopen,38-49,"('isOfType', 0, 'isOfType', 'evokes')","('Leaving', 'Voyage', 'Voyage', 'TransLocation')"
1578,",",38-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1579,soo,38-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1580,haest,38-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1581,in,38-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1582,Amboina,38-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1583,gemust,38-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1584,_,38-56,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1585,.,38-57,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1586,can,38-58,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1587,worden,38-59,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1588,Met,39-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1589,gemelte,39-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1590,Schepen,39-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1591,hebben,39-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1592,wij,39-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1593,naer,39-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1594,Amboina,39-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1595,ende,39-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1596,Banda,39-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1597,affgevaerdicht,39-10,"('isOfType', 'isOfType', 'isOfType', 'isOfType')","('Transportation', 'Voyage', 'TransLocation', 'TransLocation')"
1598,als,39-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1599,onse,39-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1600,expresse,39-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1601,Gecommitteerde,39-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1602,den,39-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1603,Oppercoopman,39-16,"('0', '0', 'evokes', '0')","('0', '0', 'BeingEmployed', '0')"
1604,Gregorius,39-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1605,Cornelij,39-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1606,ermmate,39-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1607,Etr,39-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1608,ende,40-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1609,Capn,40-2,"('0', '0', 'evokes', '0')","('0', '0', 'BeingEmployed', '0')"
1610,.,40-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1611,Marten,40-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1612,Jansz,40-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1613,Vogel,40-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1614,",",40-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1615,omme,40-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1616,in,40-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1617,d‛een,40-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1618,ende,40-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1619,d'ander,40-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1620,plaets,40-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1621,te,40-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1622,bevoirderen,40-15,"('isOfType', '0', '0', '0')","('JoiningAnOrganization', '0', '0', '0')"
1623,sulcx,40-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1624,als,40-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1625,den,40-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1626,meesten,40-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1627,dienst,40-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1628,ende,40-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1629,woelstandt,40-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1630,vande,40-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1631,Compen,40-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1632,.,40-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1633,aldaer,40-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1634,vereijscht,40-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1635,",",40-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1636,Insonderheijt,40-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1637,inde,40-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1638,Quartieren,40-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1639,van,40-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1640,Amboina,40-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1641,",",40-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1642,alwaer,40-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1643,wbij,40-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1644,bevinden,40-37,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'BeingAtAPlace')"
1645,volgens,40-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1646,t'schriftelijck,40-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1647,verbael,40-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1648,vanden,40-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1649,Commissaris,40-42,"('0', '0', 'evokes', '0')","('0', '0', 'BeingEmployed', '0')"
1650,Gillis,40-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1651,Seijs,40-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1652,",",40-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1653,In,40-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1654,April,40-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1655,pase,40-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1656,.,40-49,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1657,aende,40-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1658,cant,40-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1659,van,40-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1660,616,40-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1661,.,40-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1662,blancke,40-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1663,coppen,40-56,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1664,in,40-57,"('isOfType', '0', 'isOfType', '0')","('BeingEmployed', '0', 'BeingEmployed', '0')"
1665,dienst,40-58,"('isOfType', 'isOfType', 'isOfType', '0')","('BeingEmployed', 'BeingEmployed', 'BeingEmployed', '0')"
1666,ende,40-59,"('0', 'isOfType', '0', '0')","('0', 'BeingEmployed', '0', '0')"
1667,gagie,40-60,"('0', 'isOfType', '0', '0')","('0', 'BeingEmployed', '0', '0')"
1668,vande,40-61,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1669,Compnie,40-62,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1670,.,40-63,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1671,gehouden,40-64,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1672,wierden,40-65,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1673,",",40-66,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1674,beneffens,40-67,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1675,208,40-68,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1676,.,40-69,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1677,slanen,40-70,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1678,sijnde,40-71,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1679,voorwaer,40-72,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1680,een,40-73,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1681,groot,40-74,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1682,getal,40-75,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1683,",",40-76,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1684,daer,40-77,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1685,mede,40-78,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1686,de,40-79,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1687,Compene,40-80,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1688,.,40-81,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1689,in,40-82,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1690,Amboina,40-83,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1691,buijten,40-84,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1692,Proportie,40-85,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1693,",",40-86,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1694,met,40-87,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1695,ouer,40-88,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1696,groote,40-89,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1697,lasten,40-90,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1698,",",40-91,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1699,ende,40-92,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1700,euenwel,40-93,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1701,niet,40-94,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1702,merckelijcken,40-95,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'HavingInternalState')"
1703,affganck,40-96,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'HavingInternalState')"
1704,ende,40-97,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'HavingInternalState')"
1705,verachteringe,40-98,"('0', '0', 'isOfType', 'isOfType')","('0', '0', 'Decreasing', 'HavingInternalState')"
1706,in,40-99,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1707,haere,40-100,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1708,Negotie,40-101,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1709,en,40-102,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1710,Nagel,40-103,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1711,retour,40-104,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1712,beswaert,40-105,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1713,sit,40-106,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1714,",",40-107,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1715,hebbende,40-108,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1716,in,40-109,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1717,voortijden,40-110,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1718,",",40-111,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1719,doen,40-112,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1720,sij,40-113,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1721,miet,40-114,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1722,ongebiender,40-115,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1723,macht,40-116,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1724,te,40-117,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1725,weeten,40-118,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1726,van,40-119,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1727,150,40-120,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1728,.,40-121,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1729,Coppen,40-122,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1730,ten,40-123,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1731,hoochsten,40-124,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1732,",",40-125,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1733,aldaer,40-126,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1734,geseten,40-127,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1735,wais,40-128,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1736,ongelijck,40-129,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1737,meerder,40-130,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1738,ontsach,40-131,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1739,",",40-132,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1740,vorderlijcker,40-133,"('0', '0', 'isOfType', '0')","('0', '0', 'HavingInternalState+', '0')"
1741,handel,40-134,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1742,ende,40-135,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1743,treffelycker,40-136,"('0', '0', 'isOfType', '0')","('0', '0', 'HavingInternalState+', '0')"
1744,nagel,40-137,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1745,retour,40-138,"('0', 'isOfType', '0', '0')","('0', 'Leaving', '0', '0')"
1746,van,40-139,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1747,daer,40-140,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1748,becomen,40-141,"('isOfType', '0', 'isOfType', '0')","('Getting', '0', 'Getting', '0')"
1749,;,40-142,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1750,Van,40-143,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1751,welcke,40-144,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1752,616,40-145,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1753,.,40-146,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1754,coppen,40-147,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1755,",",40-148,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1756,162,40-149,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1757,.,40-150,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1758,Tsoonen,40-151,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1759,",",40-152,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1760,ende,40-153,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1761,dat,40-154,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1762,apparent,40-155,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1763,vande,40-156,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1764,ervarenste,40-157,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1765,ende,40-158,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1766,loeckste,40-159,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1767,Soldaten,40-160,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1768,",",40-161,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1769,op,40-162,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1770,acht,40-163,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1771,verscheijden,40-164,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1772,plaetsen,40-165,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1773,in,40-166,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1774,Garnisoen,40-167,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1775,verdeelt,40-168,"('0', '0', '0', 'evokes')","('0', '0', '0', 'BeingAtAPlace')"
1776,sij,40-169,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1777,Behaluen,40-170,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1778,dat,40-171,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1779,met,40-172,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1780,voorsz,40-173,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1781,verdeelinge,40-174,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1782,tot,40-175,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1783,Compes,40-176,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1784,.,40-177,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1785,progres,40-178,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1786,ende,40-179,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1787,Goulagiement,40-180,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1788,in,40-181,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1789,gemelte,40-182,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1790,Quartieren,40-183,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1791,gants,40-184,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1792,niet,40-185,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1793,gevoirdert,40-186,"(0, '0', '0', '0')","('HavingInternalState+', '0', '0', '0')"
1794,Werct,40-187,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1795,soo,40-188,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1796,is,40-189,"('0', '0', '0', '0')","('0', '0', '0', '0')"
